"blueWins","blueWardsPlaced","redWardsPlaced","blueWardsDestroyed","redWardsDestroyed","blueFirstBlood","blueTotalMinionsKilled","redTotalMinionsKilled","blueKills","redKills","blueEliteMonsters","redEliteMonsters","blueDragons","redDragons","blueHeralds","redHeralds","blueTotalGold","redTotalGold","blueTotalExperience","redTotalExperience","blueAvgLevel","redAvgLevel","",""
"1","14","12","1","2","1","228","220","6","4","1","0","1","0","0","0","16434","15349","18641","17593","7","6.6","",""
"0","36","16","2","1","1","197","182","4","11","1","0","1","0","0","0","15834","18217","18362","20169","6.8","7.4","",""
"1","40","25","7","4","0","214","208","8","9","1","0","0","0","1","0","16968","16662","18900","17005","7","6.6","",""
"0","19","19","2","5","1","209","215","5","7","0","1","0","1","0","0","15949","17517","17005","18855","6.8","7.2","",""
"1","17","39","3","2","0","234","227","5","7","1","1","1","0","0","1","16056","17475","17578","18734","6.8","7","",""
"1","27","18","5","1","1","222","213","10","6","1","1","0","1","1","0","18392","16129","18818","17184","6.8","6.4","",""
"1","17","17","4","4","1","230","217","6","2","0","1","0","1","0","0","16415","15041","18271","17046","7.2","6.8","",""
"1","18","66","5","2","0","220","205","14","4","1","0","1","0","0","0","19948","15647","20064","16620","7.4","6.6","",""
"1","13","15","0","3","1","220","181","9","4","0","0","0","0","0","0","18189","14284","19191","15478","7","6.2","",""
"1","15","16","2","2","0","194","207","3","8","0","1","0","1","0","0","14398","17317","15990","18308","6.6","7","",""
"1","22","15","2","7","1","265","242","6","0","1","0","1","0","0","0","17359","14436","20592","17805","7.4","6.8","",""
"0","19","15","2","4","0","210","214","4","7","0","2","0","1","0","1","15817","16876","17535","18486","6.8","7","",""
"0","12","14","0","1","0","270","235","3","5","1","1","0","1","1","0","15861","16267","19121","19135","7","7","",""
"1","16","11","1","0","0","238","216","7","3","1","0","1","0","0","0","16355","15212","18991","17740","7","7","",""
"1","57","15","3","2","0","225","205","11","9","0","1","0","1","0","0","18333","17597","18622","18356","7","7.2","",""
"0","10","12","0","1","1","196","259","2","11","0","1","0","1","0","0","14562","19378","16952","20702","6.8","7.4","",""
"1","18","36","4","5","0","236","208","11","6","2","0","1","0","1","0","19677","15700","20488","16539","7.6","6.4","",""
"1","18","20","5","2","0","217","174","11","7","0","1","0","1","0","0","18793","15767","18395","15038","7","6.4","",""
"0","22","16","3","2","0","190","224","4","12","1","0","1","0","0","0","14276","18538","16422","18848","6.8","7.2","",""
"0","18","15","1","2","1","227","248","4","1","1","1","0","1","1","0","16808","14332","17831","17059","6.8","6.8","",""
"0","15","39","2","2","0","217","224","3","9","0","2","0","1","0","1","15002","18547","16448","19654","6.6","7.4","",""
"0","16","30","3","3","0","173","213","4","9","1","1","0","1","1","0","14354","18678","15677","18656","6.4","7","",""
"1","11","9","3","2","0","223","218","5","6","1","0","1","0","0","0","15926","16422","19262","20099","7.2","7.4","",""
"0","18","17","3","2","0","241","226","3","5","0","1","0","1","0","0","14742","16362","16162","17604","6.6","7","",""
"1","18","14","3","4","1","201","198","6","10","0","1","0","1","0","0","16481","17815","17069","18676","6.8","7.2","",""
"0","39","18","1","6","1","194","215","9","8","0","0","0","0","0","0","16307","17103","17660","17877","7","6.8","",""
"1","39","17","3","18","1","238","233","6","2","1","0","1","0","0","0","16569","15171","19120","17316","7.2","6.6","",""
"1","17","18","4","2","1","229","197","5","3","0","0","0","0","0","0","17322","14317","19067","17129","7","6.4","",""
"0","18","18","4","4","1","222","238","3","8","0","0","0","0","0","0","14711","17867","16559","19846","6.8","7.2","",""
"1","21","16","2","6","0","268","246","3","5","2","0","1","0","1","0","16009","16482","18511","18128","7.2","6.8","",""
"0","14","22","4","2","0","196","225","5","10","0","1","0","0","0","1","15102","18499","16437","18719","6.4","7","",""
"0","40","13","4","5","0","222","204","6","9","0","1","0","1","0","0","15499","17436","17298","18812","6.8","7","",""
"1","37","15","6","2","1","218","193","10","4","0","0","0","0","0","0","18456","14691","19319","16658","7.2","6.8","",""
"0","13","16","2","3","1","224","250","5","2","1","1","1","0","0","1","15767","15383","17413","18103","7","7","",""
"1","16","16","1","4","1","223","230","11","5","1","0","1","0","0","0","18890","16182","19229","18547","7.2","7.2","",""
"0","15","16","4","0","1","209","224","4","8","0","0","0","0","0","0","14901","17328","17696","19158","7","7.2","",""
"1","18","48","2","1","1","245","211","6","3","1","0","1","0","0","0","16785","14884","19346","18662","7.4","7","",""
"1","37","15","0","1","0","235","221","10","5","1","1","1","0","0","1","18786","16306","18509","16810","7.2","6.8","",""
"0","16","14","2","6","0","219","248","1","10","1","1","0","1","1","0","14727","18308","16272","18739","6.6","7","",""
"1","35","15","4","3","1","200","212","10","5","2","0","1","0","1","0","18009","15098","18763","17385","7.2","6.8","",""
"0","16","16","3","4","0","224","241","1","4","1","1","0","1","1","0","14526","15771","17366","18736","6.8","7","",""
"0","15","14","2","0","0","212","209","8","6","1","1","1","0","0","1","16627","16461","17397","17894","6.8","7","",""
"0","14","19","6","1","0","169","270","1","6","0","0","0","0","0","0","13075","19384","15488","18603","6.4","7.2","",""
"0","16","141","1","1","0","214","208","5","11","0","1","0","1","0","0","16105","18152","17502","20057","6.8","7.6","",""
"0","15","19","2","1","1","213","238","3","4","0","1","0","1","0","0","14782","16246","16677","18186","6.8","7","",""
"1","13","39","3","2","1","217","215","5","3","2","0","1","0","1","0","15889","15015","18189","18491","7","7.2","",""
"0","18","45","10","8","1","250","243","2","5","1","0","1","0","0","0","15158","15785","17387","17204","6.8","6.8","",""
"0","16","12","3","3","0","227","251","3","3","0","0","0","0","0","0","15073","15407","17578","17870","6.8","6.8","",""
"0","19","16","2","3","1","240","177","7","8","1","0","1","0","0","0","17125","16676","18785","17575","7.2","7","",""
"0","17","24","4","2","0","209","200","6","9","0","0","0","0","0","0","16377","17157","16818","16891","6.6","6.6","",""
"0","20","18","4","2","0","234","217","4","6","1","0","0","0","1","0","15888","16093","18421","17357","7.4","7","",""
"0","16","16","4","0","0","226","268","2","3","0","0","0","0","0","0","14414","16145","17356","18941","6.8","7","",""
"0","34","47","2","3","0","219","194","10","9","1","0","1","0","0","0","18329","17382","18315","18503","7","7.2","",""
"0","16","18","3","3","1","215","207","6","7","0","1","0","1","0","0","16245","16958","16720","17831","6.8","6.8","",""
"1","15","13","1","2","1","223","207","3","4","1","0","1","0","0","0","16120","14949","17683","18823","6.8","7.2","",""
"0","10","16","1","2","1","191","196","5","7","0","1","0","1","0","0","15548","16007","16604","16911","6.4","6.8","",""
"1","19","11","3","2","1","209","216","8","2","0","1","0","1","0","0","17432","14759","18495","17107","7.2","6.6","",""
"1","18","15","4","3","1","207","221","9","7","1","0","1","0","0","0","16922","17173","17350","19025","6.8","7.2","",""
"0","29","15","2","4","1","245","277","5","2","0","2","0","1","0","1","16142","15608","18818","18184","7.2","6.8","",""
"0","14","14","3","5","0","211","271","2","8","1","0","1","0","0","0","14630","18635","17694","19942","6.6","7.4","",""
"1","15","17","2","3","1","239","216","2","4","2","0","1","0","1","0","15131","15449","18134","18048","7","6.8","",""
"0","12","15","2","0","1","203","165","8","5","1","1","0","1","1","0","17697","15015","18512","16394","7.2","6.6","",""
"0","15","13","5","2","1","244","191","4","3","1","0","1","0","0","0","16116","14024","17653","15890","7","6.4","",""
"1","18","16","1","3","0","228","187","10","7","0","0","0","0","0","0","18485","16185","19949","17801","7.4","7.2","",""
"1","15","16","2","3","1","241","188","6","3","1","0","1","0","0","0","16980","14338","18593","17247","7","6.6","",""
"1","14","12","2","0","1","236","172","5","4","0","1","0","1","0","0","17066","14233","17494","17274","6.8","7","",""
"0","14","14","3","0","1","214","214","8","8","0","1","0","1","0","0","17202","17538","17447","18506","6.6","7","",""
"0","15","14","2","3","0","214","289","1","8","1","0","1","0","0","0","14702","19838","16461","20174","6.6","7.6","",""
"1","14","13","2","2","0","238","215","13","7","0","0","0","0","0","0","18692","16820","19886","16307","7.4","6.6","",""
"0","16","15","4","4","0","182","201","11","13","1","1","1","0","0","1","18549","19597","16837","17287","6.8","6.8","",""
"1","15","41","2","2","0","242","222","4","5","1","0","1","0","0","0","15859","15947","18390","19322","7.2","7.2","",""
"1","15","18","2","2","0","224","243","4","9","0","0","0","0","0","0","16044","17471","18226","19234","7","7.2","",""
"1","17","14","2","5","0","180","219","8","11","1","0","0","0","1","0","15941","18381","16613","18216","6.8","6.8","",""
"0","23","14","2","3","1","229","215","5","9","0","1","0","1","0","0","15675","17289","16844","19100","6.6","7.2","",""
"1","15","19","5","2","0","234","213","4","7","1","0","1","0","0","0","15682","16757","17438","17365","6.8","6.8","",""
"1","56","17","2","3","1","190","196","7","8","2","0","1","0","1","0","15843","17642","17154","18458","6.8","6.8","",""
"1","16","12","3","0","1","201","201","12","3","1","0","1","0","0","0","18248","14952","19855","16624","7.4","6.4","",""
"1","13","18","4","3","0","201","236","4","7","0","1","0","1","0","0","15333","17275","18073","18016","7","6.8","",""
"1","17","16","6","4","1","246","229","8","4","1","0","1","0","0","0","17496","15483","18253","18006","7.2","7","",""
"1","14","22","6","2","1","221","166","12","8","2","0","1","0","1","0","19809","16235","18530","17320","7","6.8","",""
"1","21","36","5","3","1","246","142","13","3","1","1","1","0","0","1","19329","13329","19021","13988","7","6","",""
"0","22","15","3","6","0","193","232","5","9","0","1","0","0","0","1","15600","18728","14986","17306","6.2","6.8","",""
"1","15","18","4","2","0","274","220","4","4","2","0","1","0","1","0","16292","15063","18889","17830","7.2","7","",""
"0","22","18","6","5","1","269","173","5","10","1","1","0","1","1","0","17677","16392","18225","16925","7","6.6","",""
"0","38","12","2","15","0","176","238","5","10","0","1","0","1","0","0","15141","18415","17635","19020","6.8","7.2","",""
"0","15","16","4","2","0","212","191","5","8","0","1","0","1","0","0","14897","16667","17306","16981","7","6.8","",""
"1","46","11","0","2","1","211","250","8","3","1","0","1","0","0","0","17520","15628","18610","17720","7","6.8","",""
"0","17","17","3","0","1","222","215","8","7","0","0","0","0","0","0","17164","16639","18932","18030","7","6.8","",""
"0","12","16","5","1","1","234","226","5","6","1","0","1","0","0","0","15999","16414","17033","17531","6.6","7","",""
"1","10","15","2","1","0","234","229","2","6","0","1","0","1","0","0","14542","16293","17517","19102","6.8","7","",""
"1","12","17","2","2","1","194","189","14","6","1","1","0","1","1","0","20225","15772","17976","15518","6.6","6.6","",""
"0","17","29","2","4","1","199","224","11","6","1","0","1","0","0","0","18203","16810","18175","17734","7","6.8","",""
"1","18","17","3","3","0","253","197","6","5","2","0","1","0","1","0","16787","16253","18618","18464","7.2","7.2","",""
"0","19","16","3","2","1","226","203","2","11","0","1","0","1","0","0","14959","18260","16588","18834","6.8","7.4","",""
"1","17","14","0","2","0","190","242","4","7","2","0","1","0","1","0","15132","17154","16489","18512","6.8","7.2","",""
"0","14","51","2","3","0","252","202","3","6","0","1","0","1","0","0","16354","16178","17848","18020","7","6.8","",""
"0","13","14","3","0","0","205","210","2","5","1","1","0","1","1","0","14652","15110","17192","17751","6.8","6.8","",""
"0","30","64","13","4","1","182","216","4","2","0","1","0","1","0","0","15331","14655","17540","18116","6.8","7.2","",""
"1","18","14","6","3","0","218","210","6","4","1","1","1","0","0","1","17002","14466","18755","15416","7.2","6.4","",""
"1","53","40","4","1","0","189","200","7","11","0","1","0","0","0","1","16308","18059","16771","19555","6.8","7.4","",""
"1","17","16","2","4","0","198","201","7","10","0","2","0","1","0","1","16282","17798","16826","18293","6.8","6.8","",""
"0","14","15","2","2","1","162","228","3","7","0","0","0","0","0","0","14110","16676","15832","18078","6.4","6.8","",""
"0","85","16","3","2","1","226","251","4","8","0","1","0","1","0","0","15426","17449","17467","20145","7","7.4","",""
"0","14","16","2","3","0","222","189","5","6","1","0","0","0","1","0","15983","16259","17562","17383","6.8","6.8","",""
"1","18","12","4","1","1","211","200","7","4","2","0","1","0","1","0","16801","15227","18563","16729","7.2","6.8","",""
"1","22","15","2","2","0","232","206","6","3","0","1","0","1","0","0","17141","14763","19142","16952","7.2","6.8","",""
"0","16","12","3","2","1","195","235","4","9","0","2","0","1","0","1","15122","18345","17694","20212","7","7.4","",""
"0","16","38","3","5","0","238","214","5","5","0","1","0","1","0","0","16878","16070","19372","17957","7","7","",""
"1","38","15","0","0","1","238","201","8","2","0","0","0","0","0","0","18274","14471","18615","15790","7","6.4","",""
"0","17","19","5","3","0","194","228","2","8","0","1","0","1","0","0","14176","17536","17054","18896","6.8","7.2","",""
"1","16","21","4","3","0","243","248","6","2","0","1","0","0","0","1","17549","15152","19231","17826","7.2","6.8","",""
"0","18","14","2","7","1","217","187","5","8","0","0","0","0","0","0","16049","16932","16758","18586","6.6","7","",""
"0","13","39","2","3","1","229","231","1","4","0","2","0","1","0","1","14017","16655","15893","18371","6.4","6.8","",""
"1","17","16","4","1","1","218","223","14","3","0","0","0","0","0","0","20139","15104","21898","16478","7.8","6.6","",""
"0","18","15","1","1","1","234","217","5","8","0","2","0","1","0","1","16659","17662","17777","18676","7","7","",""
"0","15","15","0","1","1","227","225","5","8","0","1","0","1","0","0","15975","17938","18165","19316","6.8","7.2","",""
"0","34","14","3","4","0","221","248","6","7","0","1","0","1","0","0","16728","17799","18284","19755","7.2","7.4","",""
"1","18","16","4","4","1","227","237","6","5","0","0","0","0","0","0","16693","15796","18761","17671","7","7","",""
"1","18","20","3","0","1","228","213","5","2","2","0","1","0","1","0","15925","13979","17913","16621","6.8","6.8","",""
"0","20","15","0","2","0","193","183","8","8","1","1","0","1","1","0","16763","16982","17433","18873","6.8","7.2","",""
"1","19","16","8","3","1","239","213","6","4","0","0","0","0","0","0","16852","15264","18660","17329","6.8","6.8","",""
"0","14","14","1","1","0","234","229","2","6","0","1","0","1","0","0","14950","16839","18134","18857","7","7","",""
"1","17","15","2","1","0","195","223","2","4","1","0","1","0","0","0","14863","15583","17436","17004","6.8","6.8","",""
"0","15","18","1","1","1","220","205","3","12","0","2","0","1","0","1","15853","18241","18223","20201","7","7.6","",""
"0","17","17","3","5","0","167","218","3","13","0","1","0","1","0","0","13428","19096","14121","18907","6","7","",""
"1","18","16","1","2","0","238","176","7","8","1","0","1","0","0","0","17570","17043","18283","16790","7","6.8","",""
"1","19","55","4","6","1","232","191","6","4","1","1","0","1","1","0","16561","15065","17961","18691","7","7","",""
